term	idf
die innovationskraft	6.297841
die insolvenz	6.857457
die instrumente	6.509150
die integration	5.908376
die interessen	4.853727
die internationale	4.688403
die internationalen	6.084267
die investitionen	4.998558
die ip	6.944468
die irre	6.703306
die israelische	6.010159
die ist	5.558174
die istanbul	6.944468
die ja	5.731446
die jahre	5.065697
die jahrzehntelang	6.777414
die jeden	4.923523
die jetzige	6.206869
die jetzt	4.546573
die jobcenter	6.346631
die jugend	6.123488
die junge	5.215229
die jungen	5.065697
die justiz	5.471162
die jüngeren	6.703306
die jüngsten	6.569775
die kann	6.944468
die kassen	6.123488
die kaum	6.509150
die kein	6.346631
die keine	5.372072
die keinen	6.297841
die kernenergie	6.569775
die kernkraft	6.569775
die ki	6.297841
die kinder	4.688403
die kita	6.703306
die kitas	6.857457
die klar	6.944468
die klare	6.046527
die kleine	6.944468
die kleinen	5.450543
die klimakatastrophe	6.944468
die klimakonferenz	6.944468
die klimakrise	5.183480
die klimaneutralität	6.944468
die klimaziele	5.704777
die knie	6.509150
die koalition	3.971725
die koalitionsfraktionen	6.084267
die kollegen	5.264826
die kollegin	4.888016
die kolleginnen	4.911547
die kommenden	5.558174
die kommission	5.513722
die kommunale	5.492216
die kommunalen	6.346631
die kommunen	3.891325
die kompetenz	6.857457
die kompetenzen	6.777414
die komplette	6.703306
die komplexität	6.634313
die konflikte	6.777414
die konkrete	6.857457
die konkreten	6.944468
die konsequente	6.206869
die konsequenz	6.451992
die konsequenzen	6.206869
die konstruktive	6.634313
die konstruktiven	6.703306
die kontrolle	6.010159
die kosten	4.111255
die kraft	5.678802
die krankenhausreform	6.397925
die krankenhäuser	5.816003
die krankenkassen	6.509150
die krankenschwester	6.944468
die krankenversicherung	6.634313
die krise	5.975068
die krisen	6.046527
die kritik	5.492216
die kritische	6.509150
die kräfte	6.777414
die kultur	5.941166
die kulturelle	6.944468
die kunden	6.451992
die kunst	6.777414
die können	5.908376
die köpfe	6.397925
die körperschaftsteuer	6.397925
die künftige	6.703306
die künstliche	6.703306
die kürzung	6.509150
die kürzungen	5.731446
die lage	3.913018
die land	6.569775
die landwirte	5.678802
die landwirtinnen	6.569775
die landwirtschaft	5.430340
die landwirtschaftliche	6.944468
die lange	5.430340
die langfristige	6.509150
die last	6.451992
die lasten	6.509150
die lebensgrundlagen	6.857457
die lebensqualität	6.509150
die lehre	6.857457
die leidtragenden	6.857457
die leistung	6.634313
die leistungen	5.653484
die leistungsfähigkeit	6.703306
die leistungsträger	6.569775
die letzte	4.597431
die letzten	4.606165
die leute	4.614976
die liebe	6.634313
die lieber	6.944468
die linke	2.764502
die linken	5.079684
die links	6.703306
die linksfraktion	6.509150
die linkspartei	6.634313
die liste	5.704777
die lkw	6.944468
die logik	6.634313
die lohnnebenkosten	6.777414
die luft	5.816003
die luftverkehrsteuer	6.509150
die länder	4.100616
die ländlichen	6.569775
die längst	5.816003
die löhne	6.346631
die lösung	4.911547
die lösungen	6.777414
die lücke	6.164310
die lücken	6.634313
die machen	6.634313
die macht	5.704777
die man	4.571679
die manege	6.703306
die mangelnde	6.944468
die marode	6.944468
die maroden	6.944468
die massiven	6.703306
die maßnahme	6.634313
die maßnahmen	5.231490
die medien	6.634313
die medizinische	6.509150
die mehr	6.346631
die mehrheit	4.899712
die mehrwertsteuer	6.251321
die meinung	6.777414
die meinungsfreiheit	5.653484
die meisten	4.490333
die menschen	2.366950
die menschenrechte	5.845856
die menschenwürde	6.397925
die menschheit	6.944468
die menschlichkeit	6.509150
die merz	6.634313
die mich	6.509150
die miete	5.581163
die mieten	5.335030
die mieter	6.703306
die mieterinnen	6.451992
die mietpreisbremse	5.410538
die migration	6.451992
die migrationspolitik	6.297841
die migrationswende	5.908376
die militärische	5.816003
die militärischen	6.703306
die milliarden	4.660232
die millionen	5.167976
die ministerin	4.778015
die mir	5.941166
die mission	6.046527
die mit	3.861725
die mitarbeiter	6.297841
die mitarbeiterinnen	6.164310
die mitte	5.845856
die mittel	3.648631
die mobilität	6.206869
die modernisierung	5.248019
die modernisierungsagenda	6.857457
die morgens	6.569775
die muss	6.509150
die mutter	6.777414
die männer	6.634313
die märkte	6.857457
die möglichkeit	3.740245
die möglichkeiten	5.604694
die mühe	6.569775
die müssen	5.678802
die mütter	6.777414
die mütterrente	6.010159
die nach	4.998558
die nachfrage	6.046527
die nachhaltige	6.944468
die nachrichten	6.703306
die namen	6.857457
die nase	6.569775
die nationale	5.558174
die nationalen	6.944468
die nato	5.024875
die natur	5.908376
die natürlich	6.346631
die natürlichen	6.634313
die netzentgelte	5.908376
die neue	4.059160
die neuen	4.972916
die ngos	6.944468
die nicht	3.589791
die nichts	6.703306
die nie	6.251321
die niederlande	6.397925
die niemand	6.703306
die noch	5.122856
die notfallversorgung	6.857457
die notwendige	5.335030
die notwendigen	4.788487
die notwendigkeit	5.604694
die nun	5.816003
die nur	5.628791
die nutzung	5.704777
die nächste	3.014427
die nächsten	4.614976
die nötige	6.346631
die nötigen	6.297841
die oben	6.346631
die oft	6.509150
die ohne	6.206869
die ohnehin	5.787015
die ohren	6.206869
die olympischen	6.703306
die operation	6.451992
die opfer	5.335030
die opposition	5.317012
die ordnung	6.944468
die organisation	6.944468
die organisierte	6.857457
die ortskräfte	6.397925
die palästinenser	6.857457
die palästinensische	6.777414
die pandemie	6.397925
die parlamentarische	6.123488
die parlamentarischen	6.297841
die partei	5.941166
die parteien	6.451992
die patienten	6.634313
die patientinnen	6.451992
die pendlerpauschale	6.046527
die personelle	6.703306
die personen	6.569775
die perspektive	6.777414
die persönliche	6.777414
die pflege	5.264826
die pflegekräfte	6.164310
die pflegeversicherung	6.206869
die pflicht	5.215229
die planungssicherheit	6.509150
die pläne	6.634313
die polarisierung	6.857457
die politik	4.116617
die politiker	6.777414
die politisch	6.857457
die politische	4.767653
die politischen	5.581163
die polizei	5.231490
die position	6.297841
die potenziale	6.944468
die praxis	6.010159
die preise	4.985655
die presse	6.777414
die prinzipien	6.944468
die prioritäten	5.908376
die private	6.206869
die privaten	5.731446
die privatsphäre	6.857457
die probleme	4.351931
die produktion	5.513722
die produktivität	6.944468
die prognosen	6.944468
die programme	6.451992
die projekte	6.346631
die prozent	5.731446
die prozesse	6.634313
die präsenz	6.703306
die präsidentin	6.509150
die prävention	6.509150
die prüfung	6.634313
die punkte	6.944468
die qualität	5.704777
die rahmenbedingungen	5.065697
die raumfahrt	6.569775
die reaktion	6.703306
die reale	6.569775
die realität	3.853426
die realitäten	6.509150
die rechnung	6.297841
die rechte	5.038298
die rechten	6.777414
die rechtliche	6.634313
die rechtlichen	6.251321
die rechtsextremen	6.857457
die rechtslage	6.703306
die rechtsprechung	6.777414
die rede	4.614976
die reden	6.346631
die redezeit	5.011630
die reduzierung	6.569775
die reform	5.079684
die reformen	6.703306
die regel	6.569775
die regeln	5.628791
die regelung	6.251321
die regelungen	6.010159
die regierung	3.570922
die regierungen	6.509150
die regierungskoalition	6.346631
die region	5.513722
die regionale	6.944468
die regionen	6.703306
die regulierung	6.703306
die reichen	5.845856
die reichsten	5.975068
die reine	6.944468
die reise	6.944468
die rente	4.998558
die renten	6.010159
die rentenkasse	6.251321
die rentenkommission	6.046527
die rentenversicherung	6.164310
die rentner	6.634313
die rentnerinnen	6.944468
die reserve	6.944468
die resilienz	6.046527
die ressourcen	6.777414
die restlichen	6.777414
die rettung	6.857457
die richtige	4.393604
die richtigen	4.429709
die richtlinie	6.451992
die richtung	6.297841
die risiken	5.604694
die rolle	5.731446
die rote	6.451992
die rsf	6.569775
die runden	6.123488
die russische	6.084267
die russischen	6.206869
die räder	6.777414
die rückkehr	5.845856
die rüstung	6.509150
die rüstungsindustrie	6.569775
die sache	5.653484
die sachverständigen	6.777414
die sagen	6.206869
die sanierung	5.215229
die sanktionen	6.944468
die schaffung	5.908376
die schiene	5.167976
die schlechte	6.703306
die schnelle	6.944468
die schon	5.079684
die schuld	6.509150
die schulden	5.941166
die schuldenbremse	5.513722
die schule	6.251321
die schulen	6.084267
die schutz	6.857457
die schwarz	5.876628
die schweiz	6.634313
die schwächsten	6.346631
die schäden	6.397925
die sed	6.509150
die sehr	5.513722
die seit	4.853727
die seite	5.941166
die selbst	6.046527
die selbstständigen	6.944468
die senkung	5.079684
die sexuelle	6.703306
die sich	2.709045
die sichere	6.944468
die sicherheit	3.770209
die sicherheitsbehörden	6.251321
die sicherheitslage	6.251321
die sicherheitspolitische	6.346631
die sicherung	5.492216
die sie	3.014427
die signale	6.944468
die sind	5.108257
die situation	4.345151
die sitzung	6.857457
die so	5.183480
die sogenannte	4.820575
die sogenannten	5.430340
die soldaten	6.634313
die soldatinnen	6.010159
die solidarität	6.297841
die sondervermögen	6.857457
die sonne	6.569775
die sonst	6.944468
die sorge	6.123488
die sorgen	5.758845
die souveränität	6.297841
die sowieso	6.857457
die sozial	6.777414
die sozialdemokraten	6.084267
die sozialdemokratie	6.251321
die soziale	4.809764
die sozialen	5.704777
die sozialsysteme	6.703306
die spaltung	6.397925
die spannungen	6.777414
die spd	2.702488
die speicherung	6.509150
die spiele	6.944468
die spielräume	6.777414
die spitze	5.492216
die sportmilliarde	6.297841
die sprache	6.123488
die staaten	6.346631
die staatliche	5.908376
die staatlichen	6.346631
die staatsanwaltschaft	6.944468
die staatsfinanzen	6.634313
die stabilisierung	5.787015
die stabilität	5.215229
die stadt	5.678802
die stahlindustrie	6.397925
die standards	6.944468
die start	6.777414
die statistik	6.857457
die steigende	6.857457
die steigenden	6.084267
die steuer	5.876628
die steuereinnahmen	6.857457
die steuerliche	6.634313
die steuern	5.604694
die steuerung	6.944468
die steuerzahler	5.678802
die stiftung	5.787015
die stimmen	6.346631
die stimmung	5.758845
die stirn	6.944468
die strategie	6.634313
die strategische	6.944468
die straße	4.717391
die straßen	5.908376
die streichung	6.123488
die strompreise	5.876628
die stromsteuer	5.011630
die stromsteuersenkung	6.703306
die struktur	6.944468
die strukturellen	5.876628
die strukturen	5.535701
die stunde	6.777414
die städte	6.164310
die städtebauförderung	5.975068
die stärke	5.787015
die stärkste	6.703306
die stärkung	4.614976
die substanz	6.346631
die summe	6.397925
die superreichen	6.777414
die tag	6.569775
die tagesordnung	5.558174
die tagtäglich	6.397925
die taliban	6.206869
die tarifbindung	6.297841
die tasche	6.777414
die taschen	6.010159
die tat	6.703306
die taten	6.944468
die tatsache	5.731446
die tatsächlich	5.975068
die tatsächliche	6.634313
die tatsächlichen	6.777414
die technische	6.944468
die technologie	6.703306
die technologien	6.857457
die teilhabe	6.944468
die teilweise	6.703306
die teuerste	6.857457
die themen	5.535701
die tiere	6.777414
die transformation	5.513722
die transparenz	6.569775
die trassenpreise	6.634313
die traurige	6.777414
die trotz	6.569775
die trump	6.857457
die truppe	6.164310
die täglich	5.975068
die täter	5.535701
die tür	6.164310
die uhr	5.535701
die ukraine	3.837032
die ukrainer	6.634313
die ukrainerinnen	6.944468
die ukrainische	6.857457
die um	6.944468
die umfragen	6.944468
die umsatzsteuer	6.634313
die umsetzung	4.393604
die umwelt	5.787015
die un	5.410538
die unabhängigkeit	6.206869
die union	3.689874
die unionsfraktion	3.618778
die uns	3.874303
die unser	4.985655
die unsere	4.393604
die unserem	6.944468
die unseren	5.758845
die unserer	6.777414
die unsicherheit	6.857457
die unter	5.183480
die unternehmen	4.059160
die unternehmer	6.297841
die unterschiede	6.703306
die unterschiedlichen	6.569775
die unterstützung	4.452014
die ursache	6.777414
die ursachen	5.471162
die urteile	6.164310
die us	6.046527
die usa	4.224370
die verantwortlichen	6.346631
die verantwortung	4.059160
die verbesserung	6.297841
die verbraucher	5.787015
die verbraucherinnen	6.046527
die verbrechen	6.084267
die verbände	6.944468
die vereinbarkeit	6.346631
die vereine	6.857457
die vereinigten	5.941166
die vereinten	5.430340
die verfahren	5.581163
die verfassung	5.876628
die vergangenheit	5.558174
die verhandlungen	5.876628
die verhinderung	6.857457
die verkehrsinfrastruktur	6.046527
die verlängerung	5.183480
die verpflichtung	6.944468
die verschiedenen	5.908376
die versicherten	6.569775
die versorgung	5.215229
die versorgungssicherheit	6.046527
die versprochene	6.451992
die verteidigung	5.391120
die verteidigungsausgaben	6.509150
die verteidigungsfähigkeit	5.816003
die verteilung	6.703306
die vertrauen	6.777414
die verwaltung	5.410538
die verwendung	6.634313
die viel	5.908376
die viele	6.164310
die vielen	4.820575
die vielfalt	6.010159
die vielleicht	6.123488
die vier	6.703306
die volle	6.164310
die vollständige	6.084267
die vom	5.678802
die von	3.655388
die vor	4.474829
die voraussetzung	5.492216
die voraussetzungen	5.215229
die vorgaben	6.777414
die vorgängerregierung	6.297841
die vorhandenen	6.703306
die vorliegenden	6.944468
die vorschläge	6.010159
die vorsitzende	6.857457
die vorstellung	6.569775
die vorwürfe	6.857457
die völlig	6.397925
die waffen	6.346631
die wahl	5.908376
die wahre	6.857457
die wahren	6.206869
die wahrheit	4.171880
die wahrung	6.206869
die wand	5.450543
die weder	6.569775
die wege	6.569775
die wegen	6.777414
die wehrhaftigkeit	6.944468
die wehrpflicht	5.816003
die weichen	5.248019
die weit	6.777414
die weitere	5.908376
die weiteren	5.231490
die weiterentwicklung	6.297841
die welt	3.944201
die weltgemeinschaft	6.509150
die wende	6.944468
die wenig	6.634313
die wenigen	6.569775
die weniger	6.703306
die werden	5.787015
die werte	6.346631
die wertschätzung	6.944468
die wertschöpfung	6.346631
die wesentlichen	6.703306
die wettbewerbsfähigkeit	4.614976
die who	6.857457
die wichtige	6.164310
die wichtigen	6.509150
die wichtigste	6.123488
die wichtigsten	6.634313
die widerstandsfähigkeit	6.634313
die wie	6.857457
die wieder	6.509150
die wiedereinführung	6.509150
die wiederherstellung	6.777414
die wiedervereinigung	6.857457
die wir	2.547777
die wird	6.206869
die wirklich	5.108257
die wirklichkeit	6.251321
die wirkung	6.509150
die wirtschaft	3.648631
die wirtschaftliche	4.747244
die wirtschaftlichen	5.975068
die wirtschaftsministerin	6.569775
die wirtschaftsweisen	6.944468
die wissen	6.703306
die wissenschaft	5.581163
die wissenschaftsfreiheit	6.857457
die woche	6.944468
die wohnung	6.297841
die wohnungen	6.569775
die wohnungskrise	6.777414
die wohnungsnot	6.634313
die wollen	5.604694
die work	6.857457
die worte	6.251321
die wähler	6.010159
die wärmewende	6.509150
die würde	5.299312
die zahl	4.206565
die zahlen	4.090090
die zahlreichen	6.944468
die zeche	6.569775
die zeichen	6.777414
die zeigen	6.857457
die zeit	4.034096
die zeiten	5.845856
die zeitenwende	6.123488
die zentrale	5.816003
die zentralen	6.397925
die zerstörung	6.346631
die ziele	5.450543
die zinsen	6.509150
die zivilbevölkerung	6.297841
die zivile	6.451992
die zivilgesellschaft	5.391120
die zu	4.606165
die zukunft	3.145919
die zukunftsfähigkeit	5.758845
die zukünftige	6.569775
die zukünftigen	6.777414
die zum	5.410538
die zunehmende	6.569775
die zur	6.084267
die zurückweisung	6.944468
die zusammenarbeit	4.597431
die zuschüsse	6.509150
die zusicherung	6.397925
die zustimmung	5.581163
die zuständige	6.634313
die zuständigen	6.777414
die zuständigkeit	6.297841
die zuständigkeiten	6.297841
die zusätzlichen	6.569775
die zwei	6.509150
die zweite	5.471162
die zwischenfrage	4.737193
die zwischenrufe	6.944468
die zähne	6.703306
die züge	6.634313
die älteren	6.451992
die änderung	6.297841
die ärmel	6.857457
die ärmsten	6.251321
die öffentliche	5.372072
die öffentlichen	6.164310
die öffentlichkeit	5.876628
die über	4.911547
die übernahme	6.509150
die überprüfung	6.634313
die überschrift	6.451992
die überwiegende	6.944468
die üblichen	6.944468
die übrigen	6.297841
die übrigens	6.777414
diebstahl	6.857457
diejenigen	3.402192
diejenigen die	3.816911
diejenigen in	6.703306
dienen	4.522082
dienen und	6.206869
dienst	4.189072
dienst an	6.251321
dienst der	6.944468
dienst für	6.164310
dienst leisten	6.944468
dienstag	6.084267
dienste	5.758845
diensten	6.509150
dienstes	6.634313
dienstleister	6.509150
dienstleistungen	5.908376
